u0,u1,u2,u3
0.0000245859,0.0000245859,0.0000245859,0.0000245859
0.0000175615,0.0000175615,0.0000175615,0.0000175615
0.0000105252,0.0000105252,0.0000105252,0.0000105252
0.0000034915,0.0000034915,0.0000034915,0.0000034915
-0.0000035527,-0.0000035527,-0.0000035527,-0.0000035527
-0.0000105954,-0.0000105954,-0.0000105954,-0.0000105954
-0.0000176473,-0.0000176473,-0.0000176473,-0.0000176473
-0.0000246989,-0.0000246989,-0.0000246989,-0.0000246989
-0.0000317583,-0.0000317583,-0.0000317583,-0.0000317583
-0.0000388185,-0.0000388185,-0.0000388185,-0.0000388185
-0.0000458852,-0.0000458852,-0.0000458852,-0.0000458852
-0.0000529539,-0.0000529539,-0.0000529539,-0.0000529539
-0.0000600273,-0.0000600273,-0.0000600273,-0.0000600273
-0.0000671045,-0.0000671045,-0.0000671045,-0.0000671045
-0.0000741855,-0.0000741855,-0.0000741855,-0.0000741855
-0.0000812701,-0.0000812701,-0.0000812701,-0.0000812701
-0.0000883583,-0.0000883583,-0.0000883583,-0.0000883583
-0.0000954501,-0.0000954501,-0.0000954501,-0.0000954501
-0.0001025455,-0.0001025455,-0.0001025455,-0.0001025455
-0.0001096443,-0.0001096443,-0.0001096443,-0.0001096443
-0.0001167466,-0.0001167466,-0.0001167466,-0.0001167466
-0.0001238522,-0.0001238522,-0.0001238522,-0.0001238522
-0.0001309612,-0.0001309612,-0.0001309612,-0.0001309612
-0.0001380734,-0.0001380734,-0.0001380734,-0.0001380734
-0.0001451889,-0.0001451889,-0.0001451889,-0.0001451889
-0.0001523076,-0.0001523076,-0.0001523076,-0.0001523076
-0.0001594295,-0.0001594295,-0.0001594295,-0.0001594295
-0.0001665544,-0.0001665544,-0.0001665544,-0.0001665544
-0.0001736824,-0.0001736824,-0.0001736824,-0.0001736824
-0.0001808134,-0.0001808134,-0.0001808134,-0.0001808134
-0.0001879474,-0.0001879474,-0.0001879474,-0.0001879474
-0.0001950843,-0.0001950843,-0.0001950843,-0.0001950843
-0.0002022241,-0.0002022241,-0.0002022241,-0.0002022241
-0.0002093667,-0.0002093667,-0.0002093667,-0.0002093667
-0.0002165122,-0.0002165122,-0.0002165122,-0.0002165122
-0.0002236603,-0.0002236603,-0.0002236603,-0.0002236603
-0.0002308112,-0.0002308112,-0.0002308112,-0.0002308112
-0.0002379647,-0.0002379647,-0.0002379647,-0.0002379647
-0.0002451209,-0.0002451209,-0.0002451209,-0.0002451209
-0.0002522796,-0.0002522796,-0.0002522796,-0.0002522796
-0.0002594409,-0.0002594409,-0.0002594409,-0.0002594409
-0.0002666046,-0.0002666046,-0.0002666046,-0.0002666046
-0.0002737708,-0.0002737708,-0.0002737708,-0.0002737708
-0.0002809395,-0.0002809395,-0.0002809395,-0.0002809395
-0.0002881105,-0.0002881105,-0.0002881105,-0.0002881105
-0.0002952838,-0.0002952838,-0.0002952838,-0.0002952838
-0.0003024594,-0.0003024594,-0.0003024594,-0.0003024594
-0.0003096373,-0.0003096373,-0.0003096373,-0.0003096373
-0.0003168174,-0.0003168174,-0.0003168174,-0.0003168174
-0.0003239997,-0.0003239997,-0.0003239997,-0.0003239997
-0.0003311841,-0.0003311841,-0.0003311841,-0.0003311841
-0.0003383706,-0.0003383706,-0.0003383706,-0.0003383706
-0.0003455592,-0.0003455592,-0.0003455592,-0.0003455592
-0.0003527498,-0.0003527498,-0.0003527498,-0.0003527498
-0.0003599423,-0.0003599423,-0.0003599423,-0.0003599423
-0.0003671369,-0.0003671369,-0.0003671369,-0.0003671369
-0.0003743333,-0.0003743333,-0.0003743333,-0.0003743333
-0.0003815316,-0.0003815316,-0.0003815316,-0.0003815316
-0.0003887318,-0.0003887318,-0.0003887318,-0.0003887318
-0.0003959337,-0.0003959337,-0.0003959337,-0.0003959337
-0.0004031374,-0.0004031374,-0.0004031374,-0.0004031374
-0.0004103429,-0.0004103429,-0.0004103429,-0.0004103429
-0.0004175500,-0.0004175500,-0.0004175500,-0.0004175500
-0.0004247588,-0.0004247588,-0.0004247588,-0.0004247588
-0.0004319693,-0.0004319693,-0.0004319693,-0.0004319693
-0.0004391813,-0.0004391813,-0.0004391813,-0.0004391813
-0.0004463949,-0.0004463949,-0.0004463949,-0.0004463949
-0.0004536100,-0.0004536100,-0.0004536100,-0.0004536100
-0.0004608266,-0.0004608266,-0.0004608266,-0.0004608266
-0.0004680447,-0.0004680447,-0.0004680447,-0.0004680447
-0.0004752642,-0.0004752642,-0.0004752642,-0.0004752642
-0.0004824851,-0.0004824851,-0.0004824851,-0.0004824851
-0.0004897073,-0.0004897073,-0.0004897073,-0.0004897073
-0.0004969309,-0.0004969309,-0.0004969309,-0.0004969309
-0.0005041558,-0.0005041558,-0.0005041558,-0.0005041558
-0.0005113819,-0.0005113819,-0.0005113819,-0.0005113819
-0.0005186093,-0.0005186093,-0.0005186093,-0.0005186093
-0.0005258379,-0.0005258379,-0.0005258379,-0.0005258379
-0.0005330677,-0.0005330677,-0.0005330677,-0.0005330677
-0.0005402986,-0.0005402986,-0.0005402986,-0.0005402986
-0.0005475306,-0.0005475306,-0.0005475306,-0.0005475306
-0.0005547637,-0.0005547637,-0.0005547637,-0.0005547637
-0.0005619979,-0.0005619979,-0.0005619979,-0.0005619979
-0.0005692330,-0.0005692330,-0.0005692330,-0.0005692330
-0.0005764692,-0.0005764692,-0.0005764692,-0.0005764692
-0.0005837064,-0.0005837064,-0.0005837064,-0.0005837064
-0.0005909445,-0.0005909445,-0.0005909445,-0.0005909445
-0.0005981835,-0.0005981835,-0.0005981835,-0.0005981835
-0.0006054233,-0.0006054233,-0.0006054233,-0.0006054233
-0.0006126641,-0.0006126641,-0.0006126641,-0.0006126641
-0.0006199057,-0.0006199057,-0.0006199057,-0.0006199057
-0.0006271480,-0.0006271480,-0.0006271480,-0.0006271480
-0.0006343912,-0.0006343912,-0.0006343912,-0.0006343912
-0.0006416350,-0.0006416350,-0.0006416350,-0.0006416350
-0.0006488797,-0.0006488797,-0.0006488797,-0.0006488797
-0.0006561250,-0.0006561250,-0.0006561250,-0.0006561250
-0.0006633709,-0.0006633709,-0.0006633709,-0.0006633709
-0.0006706176,-0.0006706176,-0.0006706176,-0.0006706176
-0.0006778648,-0.0006778648,-0.0006778648,-0.0006778648
-0.0006851126,-0.0006851126,-0.0006851126,-0.0006851126
-0.0006923610,-0.0006923610,-0.0006923610,-0.0006923610
-0.0006996100,-0.0006996100,-0.0006996100,-0.0006996100
-0.0007068594,-0.0007068594,-0.0007068594,-0.0007068594
-0.0007141094,-0.0007141094,-0.0007141094,-0.0007141094
-0.0007213598,-0.0007213598,-0.0007213598,-0.0007213598
-0.0007286107,-0.0007286107,-0.0007286107,-0.0007286107
-0.0007358620,-0.0007358620,-0.0007358620,-0.0007358620
-0.0007430508,-0.0007302599,-0.0007430507,-0.0007558416
-0.0007501150,-0.0007281912,-0.0007501141,-0.0007720379
-0.0007570557,-0.0007287707,-0.0007570530,-0.0007853379
-0.0007638741,-0.0007313248,-0.0007638680,-0.0007964173
-0.0007705712,-0.0007353401,-0.0007705601,-0.0008057913
-0.0007771482,-0.0007404259,-0.0007771301,-0.0008138524
-0.0007836058,-0.0007462847,-0.0007835790,-0.0008209002
-0.0007899452,-0.0007526902,-0.0007899076,-0.0008271628
-0.0007961673,-0.0007594702,-0.0007961170,-0.0008328144
-0.0008022730,-0.0007664940,-0.0008022080,-0.0008379874
-0.0008082632,-0.0007736624,-0.0008081816,-0.0008427831
-0.0008141387,-0.0007809001,-0.0008140388,-0.0008472784
-0.0008199006,-0.0007881504,-0.0008197806,-0.0008515321
-0.0008255496,-0.0007953702,-0.0008254078,-0.0008555888
-0.0008310866,-0.0008025275,-0.0008309215,-0.0008594827
-0.0008365124,-0.0008095979,-0.0008363225,-0.0008632397
-0.0008418280,-0.0008165637,-0.0008416119,-0.0008668795
-0.0008470342,-0.0008234116,-0.0008467905,-0.0008704170
-0.0008521317,-0.0008301318,-0.0008518593,-0.0008738638
-0.0008571215,-0.0008367177,-0.0008568192,-0.0008772285
-0.0008620044,-0.0008431642,-0.0008616711,-0.0008805175
-0.0008667812,-0.0008494681,-0.0008664159,-0.0008837360
-0.0008714527,-0.0008556275,-0.0008710546,-0.0008868876
-0.0008760197,-0.0008616412,-0.0008755880,-0.0008899752
-0.0008804830,-0.0008675087,-0.0008800169,-0.0008930009
-0.0008848435,-0.0008732303,-0.0008843424,-0.0008959663
-0.0008891019,-0.0008788063,-0.0008885652,-0.0008988726
-0.0008932591,-0.0008842375,-0.0008926863,-0.0009017205
-0.0008973158,-0.0008895251,-0.0008967065,-0.0009045109
-0.0009012728,-0.0008946701,-0.0009006266,-0.0009072440
-0.0009051310,-0.0008996740,-0.0009044476,-0.0009099203
-0.0009088911,-0.0009045381,-0.0009081703,-0.0009125400
-0.0009125539,-0.0009092638,-0.0009117954,-0.0009151032
-0.0009161202,-0.0009138528,-0.0009153240,-0.0009176100
-0.0009195907,-0.0009183066,-0.0009187567,-0.0009200605
-0.0009229663,-0.0009226268,-0.0009220945,-0.0009224546
-0.0009262478,-0.0009268149,-0.0009253382,-0.0009247925
-0.0009294358,-0.0009308726,-0.0009284885,-0.0009270741
-0.0009325312,-0.0009348015,-0.0009315464,-0.0009292993
-0.0009355348,-0.0009386032,-0.0009345127,-0.0009314683
-0.0009384474,-0.0009422793,-0.0009373881,-0.0009335808
-0.0009412697,-0.0009458314,-0.0009401735,-0.0009356371
-0.0009440024,-0.0009492612,-0.0009428697,-0.0009376370
-0.0009466464,-0.0009525701,-0.0009454775,-0.0009395805
-0.0009492024,-0.0009557598,-0.0009479978,-0.0009414676
-0.0009516713,-0.0009588318,-0.0009504312,-0.0009432984
-0.0009540537,-0.0009617877,-0.0009527788,-0.0009450729
-0.0009563505,-0.0009646290,-0.0009550411,-0.0009467911
-0.0009585623,-0.0009673573,-0.0009572192,-0.0009484530
-0.0009606901,-0.0009699741,-0.0009593136,-0.0009500587
-0.0009627345,-0.0009724808,-0.0009613253,-0.0009516083
-0.0009646964,-0.0009748791,-0.0009632551,-0.0009531017
-0.0009665764,-0.0009771703,-0.0009651036,-0.0009545392
-0.0009683755,-0.0009793560,-0.0009668719,-0.0009559207
-0.0009700942,-0.0009814377,-0.0009685605,-0.0009572464
-0.0009717334,-0.0009834166,-0.0009701703,-0.0009585164
-0.0009732940,-0.0009852944,-0.0009717021,-0.0009597308
-0.0009747765,-0.0009870724,-0.0009731567,-0.0009608897
-0.0009761818,-0.0009887521,-0.0009745349,-0.0009619933
-0.0009775107,-0.0009903348,-0.0009758374,-0.0009630417
-0.0009787640,-0.0009918219,-0.0009770650,-0.0009640350
-0.0009799423,-0.0009932149,-0.0009782185,-0.0009649735
-0.0009810465,-0.0009945150,-0.0009792987,-0.0009658572
-0.0009820773,-0.0009957236,-0.0009803064,-0.0009666865
-0.0009830354,-0.0009968421,-0.0009812422,-0.0009674614
-0.0009839217,-0.0009978718,-0.0009821071,-0.0009681823
-0.0009847369,-0.0009988140,-0.0009829017,-0.0009688492
-0.0009854817,-0.0009996700,-0.0009836268,-0.0009694625
-0.0009861570,-0.0010004411,-0.0009842832,-0.0009700222
-0.0009867634,-0.0010011286,-0.0009848716,-0.0009705288
-0.0009873017,-0.0010017337,-0.0009853928,-0.0009709824
-0.0009877726,-0.0010022577,-0.0009858476,-0.0009713833
-0.0009881769,-0.0010027018,-0.0009862367,-0.0009717317
-0.0009885154,-0.0010030672,-0.0009865608,-0.0009720280
-0.0009887888,-0.0010033553,-0.0009868207,-0.0009722723
-0.0009889978,-0.0010035671,-0.0009870172,-0.0009724650
-0.0009891432,-0.0010037038,-0.0009871509,-0.0009726063
-0.0009892256,-0.0010037667,-0.0009872226,-0.0009726966
-0.0009892459,-0.0010037569,-0.0009872331,-0.0009727362
-0.0009892048,-0.0010036756,-0.0009871830,-0.0009727253
-0.0009891029,-0.0010035238,-0.0009870731,-0.0009726643
-0.0009889411,-0.0010033027,-0.0009869041,-0.0009725534
-0.0009887199,-0.0010030135,-0.0009866768,-0.0009723932
-0.0009884403,-0.0010026572,-0.0009863917,-0.0009721837
-0.0009881027,-0.0010022349,-0.0009860498,-0.0009719255
-0.0009877081,-0.0010017477,-0.0009856516,-0.0009716188
-0.0009872570,-0.0010011966,-0.0009851978,-0.0009712639
-0.0009867502,-0.0010005827,-0.0009846892,-0.0009708614
-0.0009861884,-0.0009999071,-0.0009841265,-0.0009704113
-0.0009855722,-0.0009991707,-0.0009835102,-0.0009699143
-0.0009849024,-0.0009983746,-0.0009828412,-0.0009693705
-0.0009841796,-0.0009975198,-0.0009821201,-0.0009687805
-0.0009834046,-0.0009966072,-0.0009813476,-0.0009681445
-0.0009825779,-0.0009956379,-0.0009805243,-0.0009674629
-0.0009817004,-0.0009946128,-0.0009796509,-0.0009667361
-0.0009807726,-0.0009935328,-0.0009787281,-0.0009659644
-0.0009797952,-0.0009923989,-0.0009777565,-0.0009651484
-0.0009787688,-0.0009912121,-0.0009767368,-0.0009642883
-0.0009776942,-0.0009899731,-0.0009756697,-0.0009633845
-0.0009765720,-0.0009886830,-0.0009745556,-0.0009624375
-0.0009754028,-0.0009873426,-0.0009733954,-0.0009614476
-0.0009741873,-0.0009859528,-0.0009721896,-0.0009604152
-0.0009729260,-0.0009845145,-0.0009709389,-0.0009593407
-0.0009716197,-0.0009830285,-0.0009696439,-0.0009582246
-0.0009702690,-0.0009814957,-0.0009683051,-0.0009570671
-0.0009688744,-0.0009799169,-0.0009669233,-0.0009558688
-0.0009674366,-0.0009782929,-0.0009654990,-0.0009546300
-0.0009659563,-0.0009766245,-0.0009640328,-0.0009533511
-0.0009644339,-0.0009749126,-0.0009625253,-0.0009520326
-0.0009628702,-0.0009731579,-0.0009609771,-0.0009506748
-0.0009612657,-0.0009713611,-0.0009593888,-0.0009492781
-0.0009596210,-0.0009695232,-0.0009577610,-0.0009478429
-0.0009579367,-0.0009676447,-0.0009560942,-0.0009463698
-0.0009562133,-0.0009657265,-0.0009543890,-0.0009448590
-0.0009544515,-0.0009637692,-0.0009526460,-0.0009433109
-0.0009526518,-0.0009617737,-0.0009508658,-0.0009417261
-0.0009508148,-0.0009597406,-0.0009490488,-0.0009401048
-0.0009489411,-0.0009576706,-0.0009471957,-0.0009384475
-0.0009470311,-0.0009555644,-0.0009453070,-0.0009367547
-0.0009450855,-0.0009534227,-0.0009433831,-0.0009350266
-0.0009431048,-0.0009512461,-0.0009414248,-0.0009332638
-0.0009410896,-0.0009490354,-0.0009394324,-0.0009314666
-0.0009390403,-0.0009467911,-0.0009374065,-0.0009296355
-0.0009369575,-0.0009445140,-0.0009353477,-0.0009277708
-0.0009348417,-0.0009422046,-0.0009332564,-0.0009258729
-0.0009326935,-0.0009398635,-0.0009311331,-0.0009239423
-0.0009305133,-0.0009374915,-0.0009289784,-0.0009219794
-0.0009283017,-0.0009350890,-0.0009267927,-0.0009199845
-0.0009260592,-0.0009326567,-0.0009245766,-0.0009179581
-0.0009237862,-0.0009301951,-0.0009223305,-0.0009159005
-0.0009214833,-0.0009277049,-0.0009200549,-0.0009138123
-0.0009191510,-0.0009251866,-0.0009177503,-0.0009116936
-0.0009167897,-0.0009226407,-0.0009154172,-0.0009095451
-0.0009144000,-0.0009200679,-0.0009130560,-0.0009073670
-0.0009119822,-0.0009174686,-0.0009106672,-0.0009051598
-0.0009095369,-0.0009148435,-0.0009082512,-0.0009029238
-0.0009070645,-0.0009121929,-0.0009058085,-0.0009006595
-0.0009045656,-0.0009095175,-0.0009033396,-0.0008983672
-0.0009020404,-0.0009068177,-0.0009008449,-0.0008960473
-0.0008994896,-0.0009040941,-0.0008983249,-0.0008937002
-0.0008968495,-0.0009012805,-0.0008957611,-0.0008913101
-0.0008943190,-0.0008985843,-0.0008932050,-0.0008889200
-0.0008916283,-0.0008957254,-0.0008905944,-0.0008864779
-0.0008890491,-0.0008929824,-0.0008879908,-0.0008840382
-0.0008863100,-0.0008900807,-0.0008853346,-0.0008815451
-0.0008836834,-0.0008872927,-0.0008826852,-0.0008790574
-0.0008808982,-0.0008843504,-0.0008799849,-0.0008765144
-0.0008782262,-0.0008815196,-0.0008772911,-0.0008739797
-0.0008753966,-0.0008785387,-0.0008745479,-0.0008713881
-0.0008726809,-0.0008756672,-0.0008718112,-0.0008688077
-0.0008698089,-0.0008726496,-0.0008690265,-0.0008661689
-0.0008670513,-0.0008697392,-0.0008662484,-0.0008635440
-0.0008641384,-0.0008666867,-0.0008634237,-0.0008608594
-0.0008613405,-0.0008637392,-0.0008606057,-0.0008581914
-0.0008583884,-0.0008606533,-0.0008577425,-0.0008554625
-0.0008555519,-0.0008576705,-0.0008548861,-0.0008527526
-0.0008525621,-0.0008545528,-0.0008519858,-0.0008499809
-0.0008496884,-0.0008515363,-0.0008490924,-0.0008472306
-0.0008466625,-0.0008483882,-0.0008461566,-0.0008444175
-0.0008437531,-0.0008453397,-0.0008432275,-0.0008416280
-0.0008406927,-0.0008421627,-0.0008402575,-0.0008387750
-0.0008377490,-0.0008390836,-0.0008372944,-0.0008359477
-0.0008346554,-0.0008358792,-0.0008342916,-0.0008330564
-0.0008316789,-0.0008327711,-0.0008312957,-0.0008301925
-0.0008285536,-0.0008295404,-0.0008282615,-0.0008272642
-0.0008255457,-0.0008264048,-0.0008252342,-0.0008243651
-0.0008223901,-0.0008231493,-0.0008221700,-0.0008214014
-0.0008193522,-0.0008199875,-0.0008191127,-0.0008184683
-0.0008161676,-0.0008167084,-0.0008160198,-0.0008154705
-0.0008131009,-0.0008135219,-0.0008129337,-0.0008125047
-0.0008098888,-0.0008102205,-0.0008098134,-0.0008094742
-0.0008067947,-0.0008070106,-0.0008066998,-0.0008064770
-0.0008035563,-0.0008036879,-0.0008035533,-0.0008034152
-0.0008004361,-0.0008004560,-0.0008004137,-0.0008003878
-0.0007971727,-0.0007971133,-0.0007972423,-0.0007972961
-0.0007940276,-0.0007938606,-0.0007940777,-0.0007942397
-0.0007907405,-0.0007904991,-0.0007908826,-0.0007911195
-0.0007875718,-0.0007872267,-0.0007876942,-0.0007880353
-0.0007842622,-0.0007838475,-0.0007844767,-0.0007848879
-0.0007810711,-0.0007805568,-0.0007812658,-0.0007817772
-0.0007777403,-0.0007771609,-0.0007780269,-0.0007786038
-0.0007745280,-0.0007738531,-0.0007747948,-0.0007754677
-0.0007711770,-0.0007704414,-0.0007715357,-0.0007722698
-0.0007679447,-0.0007671177,-0.0007682834,-0.0007691093
-0.0007645748,-0.0007636914,-0.0007650053,-0.0007658881
-0.0007613236,-0.0007603528,-0.0007617339,-0.0007627046
-0.0007579360,-0.0007569129,-0.0007584379,-0.0007594613
-0.0007546670,-0.0007535605,-0.0007551486,-0.0007562559
-0.0007512628,-0.0007501080,-0.0007518358,-0.0007529918
-0.0007479771,-0.0007467429,-0.0007485296,-0.0007497655
-0.0007445574,-0.0007432787,-0.0007452011,-0.0007464818
-0.0007412561,-0.0007399020,-0.0007418791,-0.0007432358
-0.0007378220,-0.0007364270,-0.0007385359,-0.0007399338
-0.0007345062,-0.0007330396,-0.0007351992,-0.0007366691
-0.0007310587,-0.0007295548,-0.0007318423,-0.0007333499
-0.0007277294,-0.0007261578,-0.0007284919,-0.0007300676
-0.0007242696,-0.0007226641,-0.0007251224,-0.0007267324
-0.0007209279,-0.0007192584,-0.0007217593,-0.0007234337
-0.0007174568,-0.0007157566,-0.0007183781,-0.0007200836
-0.0007141036,-0.0007123432,-0.0007150034,-0.0007167694
-0.0007106222,-0.0007088341,-0.0007116115,-0.0007134055
-0.0007072586,-0.0007054140,-0.0007082260,-0.0007100769
-0.0007037679,-0.0007018985,-0.0007048244,-0.0007067004
-0.0007003947,-0.0006984726,-0.0007014292,-0.0007033584
-0.0006968958,-0.0006949515,-0.0006980188,-0.0006999704
-0.0006935141,-0.0006915205,-0.0006946149,-0.0006966160
-0.0006900078,-0.0006879947,-0.0006911966,-0.0006932176
-0.0006866184,-0.0006845597,-0.0006877848,-0.0006898517
-0.0006831057,-0.0006810299,-0.0006843596,-0.0006864439
-0.0006797096,-0.0006775915,-0.0006809408,-0.0006830676
-0.0006761914,-0.0006740585,-0.0006775095,-0.0006796514
-0.0006727895,-0.0006706178,-0.0006740847,-0.0006762657
-0.0006692667,-0.0006670823,-0.0006706482,-0.0006728422
-0.0006658599,-0.0006636399,-0.0006672182,-0.0006694479
-0.0006623334,-0.0006601028,-0.0006637774,-0.0006660180
-0.0006589225,-0.0006566596,-0.0006603430,-0.0006626162
-0.0006553931,-0.0006531214,-0.0006568988,-0.0006591810
-0.0006519790,-0.0006496782,-0.0006534610,-0.0006557724
-0.0006484477,-0.0006461398,-0.0006500141,-0.0006523328
-0.0006450312,-0.0006426973,-0.0006465736,-0.0006489185
-0.0006415530,-0.0006392059,-0.0006431313,-0.0006454896
-0.0006380743,-0.0006357144,-0.0006396883,-0.0006420595
-0.0006345960,-0.0006322242,-0.0006362441,-0.0006386274
-0.0006311182,-0.0006287353,-0.0006327989,-0.0006351935
-0.0006276410,-0.0006252479,-0.0006293533,-0.0006317582
-0.0006241645,-0.0006217621,-0.0006259073,-0.0006283216
-0.0006206887,-0.0006182780,-0.0006224614,-0.0006248842
-0.0006172138,-0.0006147956,-0.0006190157,-0.0006214461
-0.0006137400,-0.0006113153,-0.0006155705,-0.0006180075
-0.0006102674,-0.0006078370,-0.0006121261,-0.0006145688
-0.0006067961,-0.0006043610,-0.0006086825,-0.0006111302
-0.0006033264,-0.0006008873,-0.0006052401,-0.0006076917
-0.0005998584,-0.0005974162,-0.0006017990,-0.0006042538
-0.0005963922,-0.0005939478,-0.0005983595,-0.0006008166
-0.0005929281,-0.0005904822,-0.0005949216,-0.0005973802
-0.0005894661,-0.0005870196,-0.0005914857,-0.0005939450
